Sample;M;intensity
brain1;3699.4;15663677
brain1;3701.3;6098734
brain1;3722.4;25989185
brain1;3729.4;14502613
brain1;3759.4;11658415
brain1;3760.4;20415629
brain1;3765.4;19994633
brain1;3776.4;6168251
brain1;3777.4;38814369
brain1;3787.4;10369313
brain1;3804.4;26371551
brain1;3830.4;5809840
brain1;3847.4;5008998
brain1;3847.5;14788320
brain1;3904.4;8199314
brain1;3905.4;11452365
brain1;3952.5;44724439
brain1;3975.4;12342001
brain1;4073.5;6382982
brain1;4155.6;16004102
brain1;4260.6;17266613
brain1;4263.6;6016379
brain1;4358.6;11807495
brain2;1017.4;14823041
brain2;1022.4;60144439
brain2;1029.4;28947621
brain2;1049.4;7366152
brain2;1055.4;19274170
brain2;1056.4;6744565
brain2;1057.4;191945454
brain2;1059.4;6241399238
brain2;1061.9;684082276
brain2;1073.4;163120124
brain2;1074.4;140755180.8
brain2;1075.4;3463210392
brain2;1076.9;8546538
brain2;1081.4;74737828
brain2;1082.4;14404719
brain2;1090.4;29706921
brain2;1091.4;10546429
brain2;1092.4;41322045
brain2;1097.4;35278686
brain2;1098.4;34668348
brain2;1100.4;835499861
brain2;1113.4;153011930
brain2;1116.4;260160577
brain2;1143.4;8547557
brain2;1150.9;5647383
brain2;1151.4;29805176
brain2;1155.4;22412535
brain2;1157.5;294872776.3
brain2;1176.4;142408157
brain2;1184.4;111493155
brain2;1195.4;39747034
brain2;1196.4;9280233
brain2;1199.4;7331832
brain2;1200.4;16016744
brain2;1205.4;15647846
brain2;1205.5;14493098
brain2;1213.4;8268425
brain2;1217.4;9285513
brain2;1218.4;5289287
brain2;1219.4;71544467
brain2;1219.5;27225652
brain2;1221.5;1051862013
brain2;1224;157657526
brain2;1233.5;7888780
brain2;1234.5;9387614
brain2;1235.4;1186578171
brain2;1235.5;9265966
brain2;1236.5;2091534301
brain2;1237.5;21158565430
brain2;1238;535784674
brain2;1242.5;42761202
brain2;1252.5;189080953
brain2;1253.5;482219542
brain2;1254.5;1654625275
brain2;1257.4;29309012
brain2;1259.4;636593327
brain2;1260;5900672
brain2;1260.5;15880018
brain2;1262.5;3813777183
brain2;1263.5;57681877
brain2;1264.5;31004456
brain2;1265;15867067
brain2;1267.5;5566206
brain2;1278.5;73199943
brain2;1280.5;18042313
brain2;1282.5;318102790
brain2;1284.5;60543532
brain2;1286.5;11217008
brain2;1299.5;62956934.9
brain2;1302.5;42799309
brain2;1303.5;2571445038
brain2;1307.5;37218298
brain2;1314.5;5374156
brain2;1319.5;263665808.1
brain2;1330.5;8833324
brain2;1338.5;35332560
brain2;1342.4;19897270
brain2;1364.6;11419665
brain2;1367.5;22260299
brain2;1379.5;8109658
brain2;1381.5;14943762
brain2;1383.5;770955163
brain2;1387;11996830
brain2;1387.5;14216648
brain2;1397.5;95855458
brain2;1398.5;152222426
brain2;1399.5;1837048033
brain2;1400.5;134681337
brain2;1404.5;33324470
brain2;1405.5;13345128
brain2;1406.5;6384047
brain2;1408.5;110090310
brain2;1414.5;72398188
brain2;1415.5;8435155
brain2;1416.5;941910235
brain2;1417.5;20938301
brain2;1420.5;26804753
brain2;1421.5;132276940
brain2;1422.5;41796445
brain2;1424.5;1511833212
brain2;1428.6;15641249
brain2;1440.5;218544943
brain2;1444.6;74466832
brain2;1461.5;14181989
brain2;1462.5;8843733
brain2;1465.6;6368346566
brain2;1465.9;62934914
brain2;1469.6;36905814
brain2;1470.6;6004209
brain2;1479.5;6632428
brain2;1481.6;28021467.7
brain2;1485.6;6051495
brain2;1487.5;146090807
brain2;1487.6;11779077
brain2;1503.5;56651998
brain2;1504.5;8123920
brain2;1510.6;523481778
brain2;1521.6;6721213
brain2;1522.6;82230989.8
brain2;1545.5;179542074
brain2;1553.6;7053590
brain2;1560.6;6479061
brain2;1561.6;268287039
brain2;1569.6;12570795
brain2;1570.6;1356486556
brain2;1576.6;41480184
brain2;1577.6;94504087
brain2;1578.6;733349765
brain2;1583.5;39457480
brain2;1584.6;8447771
brain2;1586.6;493220737
brain2;1587.6;14472033
brain2;1592.6;42614290
brain2;1595.6;10732122
brain2;1600.5;10736974
brain2;1602.6;27520684
brain2;1603.6;18802914
brain2;1606.6;60579219
brain2;1609.6;6716577
brain2;1611.6;233114969
brain2;1615.7;70010921
brain2;1625.6;49076431
brain2;1627.6;1620887816
brain2;1631.6;8509774
brain2;1641.6;8925792.4
brain2;1642.6;7715810
brain2;1643.6;103506352.6
brain2;1649.6;22733715
brain2;1650.6;18900755
brain2;1666.6;256813641
brain2;1668.6;2855332002
brain2;1668.7;882220293.3
brain2;1672.7;49664327
brain2;1680.5;7201246
brain2;1684.6;18192834.3
brain2;1690.6;122940412
brain2;1700.6;35760676
brain2;1707.6;180242600
brain2;1711.7;8703811
brain2;1713.6;12348012
brain2;1713.7;219886089
brain2;1715.6;1285607983
brain2;1721.6;5115085
brain2;1722.6;29994194
brain2;1723.6;255193844
brain2;1723.7;15740301
brain2;1724.6;16367023
brain2;1731.6;275432046
brain2;1732.6;222611869
brain2;1732.7;273912997
brain2;1737.6;22545028
brain2;1738.6;32070231
brain2;1739.6;43653568
brain2;1739.7;23118400
brain2;1740.6;656749303
brain2;1746.6;31648016
brain2;1748.6;243304507
brain2;1749.7;43257774
brain2;1752.6;7871352
brain2;1754.6;9565906
brain2;1755.7;20116821
brain2;1756.7;95628170
brain2;1757.7;19538424
brain2;1758.8;8266524
brain2;1760.7;37373185
brain2;1762.6;71231993
brain2;1765.7;21706439
brain2;1768.7;63525135
brain2;1771.7;125456174
brain2;1772.7;34324894
brain2;1773.7;2972928208
brain2;1787.6;30363677
brain2;1787.7;61204072.2
brain2;1788.7;36728574
brain2;1789.7;1626110250
brain2;1790.7;154639200
brain2;1795.6;280584958
brain2;1795.7;9429124
brain2;1803.6;100493824.4
brain2;1803.7;8015996
brain2;1805.7;64383269
brain2;1811.6;15958391
brain2;1812.6;14452962
brain2;1814.7;37221507
brain2;1818.7;150540837
brain2;1830.7;941346884.6
brain2;1834.7;26052231
brain2;1842.5;15515786
brain2;1853.6;208023531
brain2;1869.7;17943921
brain2;1870.7;50264568
brain2;1871.7;219393881
brain2;1875.7;54504536
brain2;1875.8;23594340
brain2;1877.7;1799878097
brain2;1883.6;156429626
brain2;1884.7;19752245
brain2;1885.7;231960642
brain2;1891.7;15599824
brain2;1892.7;27896431
brain2;1893.7;878224362
brain2;1894.7;846168754
brain2;1899.7;51206945
brain2;1900.6;27176144
brain2;1900.7;42716099
brain2;1901.7;106568224
brain2;1902.7;923037103
brain2;1908.6;41370296
brain2;1909.7;24911789
brain2;1910.7;128170273
brain2;1911.7;138250204
brain2;1915.7;17522947
brain2;1916.7;144975171
brain2;1917.7;24664650
brain2;1918.7;3838093153
brain2;1919.7;16156722
brain2;1924.6;48060845
brain2;1928.7;9292231
brain2;1930.7;82878886
brain2;1932.7;6284609
brain2;1933.7;34903259.3
brain2;1934.7;54372560
brain2;1935.7;1086181543
brain2;1938.7;14501026
brain2;1940.7;56857861
brain2;1941.7;24677695
brain2;1950.7;103037314
brain2;1951.7;457455983.4
brain2;1952.7;5792176
brain2;1956.7;16775219
brain2;1957.6;52259974
brain2;1957.7;28695753
brain2;1959.7;130878689
brain2;1963.8;99903275
brain2;1967.7;21823602
brain2;1974.7;154175330
brain2;1975.7;76731441
brain2;1975.8;43858621
brain2;1976.7;1944975730
brain2;1976.8;857045286
brain2;1980.8;15548434
brain2;1992.7;193424314
brain2;1992.8;31884387
brain2;1993.8;50847082
brain2;1998.7;663141786
brain2;2006.7;225345346
brain2;2008.7;12456310
brain2;2015.7;38884574
brain2;2017.8;10733630
brain2;2021.8;137747339
brain2;2023.7;42616772
brain2;2033.8;162739587.1
brain2;2039.7;1655914836
brain2;2043.7;9380620
brain2;2047.7;15604674
brain2;2055.7;5335039
brain2;2056.7;97723576
brain2;2056.8;168456061
brain2;2061.7;41481624
brain2;2063.8;14916702
brain2;2064.7;46278233
brain2;2064.8;59005892
brain2;2072.7;9765789
brain2;2073.7;6569879
brain2;2077.7;6630961
brain2;2080.8;1787529378
brain2;2081.8;1101402640
brain2;2084.8;6056859
brain2;2086.7;69772845
brain2;2095.8;39139219
brain2;2096.8;603426927
brain2;2097.8;291704684
brain2;2098.8;180816181
brain2;2102.8;19902347
brain2;2103.8;10391729
brain2;2111.7;11426722
brain2;2111.8;9478508
brain2;2112.8;31528098
brain2;2113.8;307480859
brain2;2114.8;13430380
brain2;2117.8;24823218
brain2;2119.7;8008872
brain2;2119.8;66145241
brain2;2121.8;2418147125
brain2;2125.6;8787931
brain2;2135.8;9828201
brain2;2136.7;5552345
brain2;2138.8;659826934
brain2;2141.7;38744152
brain2;2143.8;34384278
brain2;2144.8;13013055
brain2;2154.8;23871885
brain2;2155.8;6984202
brain2;2160.7;111371860
brain2;2160.8;22880057
brain2;2161.7;97450915
brain2;2161.8;17205107
brain2;2162.8;27601320
brain2;2165.8;21174207
brain2;2166.8;18615801
brain2;2166.9;12071388
brain2;2168.8;479280213
brain2;2177.8;14753174
brain2;2178.8;182737951
brain2;2179.8;421600884
brain2;2184.8;59033578
brain2;2185.8;63824863
brain2;2190.8;13830460
brain2;2195.8;68333567
brain2;2201.7;12206183
brain2;2201.8;88705808
brain2;2207.8;8780499
brain2;2208.8;8951282
brain2;2209.8;994456375
brain2;2213.8;12092043
brain2;2218.8;25248051
brain2;2224.8;39529350
brain2;2225.8;9014275
brain2;2226.8;3872078209
brain2;2240.8;39937145
brain2;2241.8;13106941
brain2;2242.8;1437172102
brain2;2243.8;544675123
brain2;2243.9;14083563
brain2;2244.8;9590233
brain2;2248.7;47956759
brain2;2248.8;46167838
brain2;2249.8;56283327
brain2;2254.9;22524701
brain2;2255.8;49401946
brain2;2256.8;73431736
brain2;2257.8;1614218379
brain2;2258.8;593649984
brain2;2259.8;60101504
brain2;2264.8;20333459
brain2;2265.8;7949308
brain2;2266.8;7035145
brain2;2267.8;324599720
brain2;2267.9;55775142
brain2;2271.9;107104062
brain2;2280.8;21197015
brain2;2281.8;45604428
brain2;2281.9;7335774
brain2;2282.8;10284598
brain2;2283.8;609302830
brain2;2283.9;280765832
brain2;2284.9;1153501390
brain2;2289.8;31476387
brain2;2297.8;8139278
brain2;2299.8;5386017
brain2;2300.8;12207405
brain2;2300.9;140056847
brain2;2301.9;166305863
brain2;2302.9;25109997
brain2;2303.9;7741296
brain2;2306.8;443797317
brain2;2308.9;102676454
brain2;2322.9;39627972
brain2;2323.8;49040896
brain2;2324.8;7289933
brain2;2324.9;2031692813
brain2;2328.7;11419992
brain2;2329.9;22377113
brain2;2330.8;222099600
brain2;2340.9;13838915
brain2;2341.9;191529273
brain2;2342.9;5898693
brain2;2346.9;38170445
brain2;2347.9;21978264
brain2;2351.8;11761709
brain2;2363.8;15618274
brain2;2364.8;50619495
brain2;2364.9;9562325
brain2;2369.9;79653395
brain2;2371.9;5525266576
brain2;2372.9;57185215
brain2;2385.8;7890583
brain2;2385.9;9827465
brain2;2386.8;103420913
brain2;2386.9;40667801
brain2;2387.9;602923713
brain2;2388.9;888299591
brain2;2389.9;44745483
brain2;2393.8;55172842
brain2;2394.8;38651092
brain2;2401.8;33115972
brain2;2401.9;62742054
brain2;2402.8;54035350
brain2;2402.9;110732256
brain2;2403.8;743959230
brain2;2403.9;1913060028
brain2;2404.9;265837022
brain2;2405.9;13583642
brain2;2409.8;19564072
brain2;2411.9;21651554
brain2;2412.9;277992872
brain2;2416.9;167342684
brain2;2420.9;11430529
brain2;2421.8;7277528
brain2;2425.8;67641201
brain2;2426.8;10245587
brain2;2427.9;193803030
brain2;2428.9;10985405
brain2;2429.9;2689237721
brain2;2438.9;6467567
brain2;2445.9;51207565
brain2;2446.9;615444352
brain2;2447.9;19992053
brain2;2451.8;70563393
brain2;2453.9;164029974
brain2;2462;20306951
brain2;2468.8;67897556
brain2;2469.9;18804964
brain2;2475;49740002
brain2;2484.9;6184764
brain2;2485.9;110557520
brain2;2486.9;439378125
brain2;2487.9;458880570
brain2;2488;5734054
brain2;2490.9;183407141
brain2;2508.9;820118780
brain2;2509.9;37356684
brain2;2510.9;33059869
brain2;2515.9;26070226
brain2;2517.9;1227004216
brain2;2526.9;14683573
brain2;2528;26320697
brain2;2533.9;297107727
brain2;2534.9;51576482
brain2;2539.9;9732651
brain2;2550.9;62641591
brain2;2551.9;11447435
brain2;2563;19998667
brain2;2568;11280442
brain2;2571.9;13381862
brain2;2572.9;69365194
brain2;2574.9;1269351114
brain2;2575;212031218
brain2;2576;238776992
brain2;2589.9;13292672
brain2;2590;23389618
brain2;2590.9;65269543
brain2;2591;92634981
brain2;2592;808035146
brain2;2593;1019119681
brain2;2596.9;7708387
brain2;2608;11940373
brain2;2609;58994050
brain2;2610;156346390
brain2;2616;43557603
brain2;2620;17223679
brain2;2632;29508800
brain2;2633;2134004740
brain2;2634;59513709
brain2;2639.9;27406303
brain2;2641;6802024
brain2;2642;7592160
brain2;2649;39469535
brain2;2650;303620791
brain2;2655;7290961
brain2;2663;131736413
brain2;2664;48548685
brain2;2672.9;20929048
brain2;2678;32675898
brain2;2690;48374058
brain2;2690.1;10866759
brain2;2691;17908775
brain2;2696;51575293
brain2;2702;119349684
brain2;2712.9;24053563
brain2;2713;5516111
brain2;2719;11879740
brain2;2721;223204374
brain2;2722;7589829
brain2;2736;624284316
brain2;2737;210485561
brain2;2738;5173872134
brain2;2753;29405976
brain2;2754;39209389
brain2;2755;765706783
brain2;2760;14907516
brain2;2770;41635440
brain2;2771;16130237
brain2;2772;7750888
brain2;2772.1;5607467
brain2;2775;28655518
brain2;2776;17894868
brain2;2777;9199555
brain2;2778;1228460311
brain2;2779;38234518
brain2;2783.1;25299614
brain2;2795;590002034
brain2;2796;85327569
brain2;2800;11454351
brain2;2811;30889075
brain2;2818;42324263
brain2;2821;7905544
brain2;2823.1;13545222
brain2;2835;22487844
brain2;2836.1;200418635
brain2;2840;7981676
brain2;2852;8320571
brain2;2880;8721461
brain2;2883;48074793
brain2;2883.1;3030743686
brain2;2884.1;76881559
brain2;2899;13592103
brain2;2899.1;45254267
brain2;2900.1;817864164
brain2;2901.1;27573320
brain2;2905;5063216
brain2;2907;66423539
brain2;2916.1;9184456
brain2;2917.1;14662799
brain2;2925.1;92791553
brain2;2927.1;9758041
brain2;2928.1;107957078
brain2;2930.1;70738848
brain2;2931.1;1262521150
brain2;2940.1;317449545
brain2;2941.1;1721477954
brain2;2942.1;116770699
brain2;2943.1;12523209
brain2;2957.1;80279672
brain2;2958.1;371530459
brain2;2960.1;21814375
brain2;2963.1;21306367
brain2;2965.1;12907053
brain2;2975.1;18417765
brain2;2977.1;5491572
brain2;2981.1;352278928
brain2;2986.1;32304030
brain2;2998.1;21221799
brain2;3026.2;8363378
brain2;3028.1;202678942
brain2;3029.1;278328071
brain2;3045.1;53510014
brain2;3046.1;10992801
brain2;3073.2;8481275
brain2;3086.1;944114558
brain2;3103.1;598449995
brain2;3103.2;35762608
brain2;3104.2;78108967
brain2;3131.2;57255740
brain2;3143.1;13953997
brain2;3143.2;80214769
brain2;3144.2;261323345
brain2;3175.2;6942765
brain2;3231.2;46654684
brain2;3232.2;108321946
brain2;3248.2;277311505
brain2;3249.2;1918062358
brain2;3265.2;110939392
brain2;3266.2;573129845
brain2;3280.2;6946341
brain2;3289.2;312698379
brain2;3291.2;11742113
brain2;3294.3;111504226
brain2;3305.2;13320688
brain2;3306.2;26087067
brain2;3336.3;73753701
brain2;3353.3;5185319
brain2;3393.2;9033217
brain2;3394.2;2259462203
brain2;3410.3;9317602
brain2;3411.3;648818964
brain2;3427.3;30727388
brain2;3428.3;118376608
brain2;3439.3;214857228
brain2;3451.3;38807430
brain2;3452.3;88521517
brain2;3456.3;12357174
brain2;3457.3;16533385
brain2;3461.3;9862147
brain2;3463.2;9846377
brain2;3468.3;19176326
brain2;3469.3;37996271
brain2;3484.4;43271417
brain2;3506.3;6917306
brain2;3529.4;11612059
brain2;3539.3;100100483
brain2;3540.3;68458154
brain2;3584.3;10355038
brain2;3586.4;14803838
brain2;3597.3;39741073
brain2;3614.3;26037178
brain2;3615.3;5755876
brain2;3625.3;13738790
brain2;3631.3;7948855
brain2;3642.3;7860878
brain2;3644.4;79086718
brain2;3661.4;17332290
brain2;3723.4;11019248
brain2;3727.4;31273118
brain2;3755.4;12373566
brain2;3759.4;75250910
brain2;3760.4;91662947
brain2;3765.4;20312933
brain2;3775.4;20972594
brain2;3776.4;31096219
brain2;3777.4;140272484
brain2;3794.4;7621432
brain2;3804.4;17253551
brain2;3836.4;6437919
brain2;3905.4;70470761
brain2;3922.4;14079315
brain2;3922.5;38464114
brain2;3939.5;8144094
brain2;3952.5;56569020
brain2;4073.5;7104453
brain2;4119.5;11805213
brain2;4166.6;5156189
brain2;4242.6;11951190
brain2;4260.6;19621332
brain2;4263.6;37660529
brain2;4358.6;5262871
brain2;4364.6;7474392
colon1;1019.4;9597088
colon1;1029.4;7188128
colon1;1056.4;5917884
colon1;1056.9;14874793
colon1;1057.4;10165623
colon1;1059.4;213046979
colon1;1060.9;12109097
colon1;1073.4;90423156
colon1;1074.4;5889190
colon1;1075.4;522166817
colon1;1077.9;14196891
colon1;1081.4;5793252
colon1;1097.4;167410235
colon1;1100.4;7200134
colon1;1113.4;21208564
colon1;1116.4;23277833
colon1;1127.4;37362005
colon1;1136.4;8717479
colon1;1138.4;5716118
colon1;1139.4;8750571
colon1;1148.4;8903739
colon1;1149.4;8976649
colon1;1150.9;14468284
colon1;1156.4;5592820
colon1;1176.4;60520130
colon1;1177.4;16483894
colon1;1192.4;6446863
colon1;1193.4;9518953
colon1;1201.9;17156866
colon1;1221.5;8271143
colon1;1236.4;6599276
colon1;1237.4;730062402
colon1;1237.5;932206494
colon1;1238.5;6145642
colon1;1252.5;48084883
colon1;1254.5;233673638
colon1;1259.4;783278529
colon1;1262.5;176332777
colon1;1275.4;156807473
colon1;1276.5;28265261
colon1;1278.5;86946610
colon1;1319.5;21004224.7
colon1;1383.5;14782108
colon1;1399.5;710546629
colon1;1400.5;7134086
colon1;1405.5;5229202
colon1;1414.5;189330054
colon1;1416.5;332302163
colon1;1419.5;66855281
colon1;1421.5;291441102.9
colon1;1424.5;278791640
colon1;1437.5;58569954
colon1;1440.5;21435246.4
colon1;1465.6;374353529
colon1;1481.6;63315150.4
colon1;1559.5;35988119
colon1;1561.6;113896522
colon1;1569.6;24244881
colon1;1576.6;178098224
colon1;1581.5;28174072
colon1;1583.5;81347803
colon1;1585.6;23524062
colon1;1586.6;53362116
colon1;1595.6;6114319
colon1;1599.5;19534775
colon1;1600.6;8064535
colon1;1602.6;81426606
colon1;1603.5;13260189
colon1;1611.6;25462693
colon1;1624.6;14578474
colon1;1625.6;42545345.9
colon1;1627.6;386128887
colon1;1641.6;141817058.3
colon1;1643.6;517775587.8
colon1;1649.6;60579905
colon1;1668.6;216399555
colon1;1681.6;18582265.5
colon1;1684.6;48270756
colon1;1707.6;19743093
colon1;1715.6;50894087
colon1;1721.6;74125963
colon1;1729.6;9918901
colon1;1731.6;107485585
colon1;1736.6;8360828
colon1;1737.6;9284671
colon1;1738.6;340322148.7
colon1;1739.6;7363230
colon1;1740.6;531917928
colon1;1745.6;8978631
colon1;1747.6;45844506
colon1;1748.6;40290023
colon1;1753.6;14806437
colon1;1755.7;6069594
colon1;1757.7;19124428
colon1;1761.6;36442224.8
colon1;1764.6;31569886
colon1;1772.7;10669027
colon1;1773.7;57182621
colon1;1785.6;7194265
colon1;1787.7;288016583
colon1;1788.6;20059339
colon1;1788.7;27262402
colon1;1789.7;1593162478
colon1;1805.7;63559764.6
colon1;1811.7;303544085
colon1;1827.6;59334858
colon1;1828.7;98097943
colon1;1829.7;6388885
colon1;1830.7;317608389.3
colon1;1846.7;30001783
colon1;1850.7;13885248
colon1;1869.6;100278789
colon1;1871.7;109375110
colon1;1877.7;86351842
colon1;1883.6;22453648
colon1;1891.6;13276086
colon1;1891.7;10455399
colon1;1893.7;182716169
colon1;1898.7;12805246
colon1;1900.7;321424710
colon1;1902.7;673570925
colon1;1906.6;21481964
colon1;1907.6;7487132.8
colon1;1908.6;58933983
colon1;1909.7;70340272
colon1;1910.7;40284879.6
colon1;1915.7;47357576
colon1;1916.7;7054503
colon1;1917.7;82547065
colon1;1918.7;153270253
colon1;1919.7;11646033
colon1;1923.6;42465131
colon1;1931.7;19649537
colon1;1932.7;42403875
colon1;1933.7;11820833
colon1;1934.7;382515769
colon1;1935.7;103391104
colon1;1940.7;13661505
colon1;1947.7;5834718
colon1;1948.7;96724232
colon1;1949.6;5433955
colon1;1949.7;92005086
colon1;1950.7;704545331
colon1;1951.7;363922720.8
colon1;1956.7;45653582
colon1;1967.7;40718714
colon1;1971.7;7859771
colon1;1972.7;150928833.5
colon1;1973.7;89972301.9
colon1;1974.7;13762571
colon1;1975.7;45055331.7
colon1;1976.7;12991283
colon1;1976.8;81168186
colon1;1988.7;28608704
colon1;1989.7;20162204
colon1;1990.7;117765121
colon1;1991.7;5497103
colon1;1991.8;7117523
colon1;1992.7;71406186
colon1;1992.8;516648771
colon1;1998.7;9050386
colon1;2006.7;11071429
colon1;2008.8;50770985
colon1;2013.7;12015219
colon1;2014.7;103582365
colon1;2017.8;84817009
colon1;2030.7;20179948
colon1;2031.7;14801748
colon1;2033.8;54200427
colon1;2038.8;6124512
